Subject,Business Scenario,Environment,Test Phase,Test Type,Test Case Description,Test Objective,Pre - Condition,Test Data,Description (design steps),Expected Result,Actual Result,Priority
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Personal,Line,of,credit","CIF,No
Limit,No,","CIF,No
Limit,No","Select,lending,product,from,product,catalogue","System,should,display,product,listing",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Personal,Line,of,credit","CIF,No
Limit,No,","CIF,No
Limit,No","Input,all,required,information,for,selected,loan","System,should,display,product,listing",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Personal,Line,of,credit","CIF,No
Limit,No,","CIF,No
Limit,No",Validate,"System,should,display,product,listing",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Personal,Line,of,credit","CIF,No
Limit,No,","CIF,No
Limit,No","Input,all,other,required,information","System,should,display,product,listing",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Personal,Line,of,credit","CIF,No
Limit,No,","CIF,No
Limit,No","validate,&,Commit","System,will,create,the,Loan",0,0
"Functional,Testing\OOB\0192","Create,all,types,of,loan,accounts",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,to,create,different,loan,account,Personal,Line,of,credit","CIF,No
Limit,No,","CIF,No
Limit,No","validate,&,Commit","System,will,create,the,Loan",0,0
"Functional,Testing\OOB\0195","Process,funding,by,wire,transfer,SWIFT,messages",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,posting,by,Wire,transfer,MT400","Account,No's","Account,No,'s","Use,Payment,Menu,>,Outward,remittance","System,allow,to,input,Swift,formats,MT",0,0
"Functional,Testing\OOB\0195","Process,funding,by,wire,transfer,SWIFT,messages",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,posting,by,Wire,transfer,MT400","Account,No's","Account,No,'s","Input,information,in,desire,Swift,message,option,MT400","System,allow,to,input,Swift,formats,MT",0,0
"Functional,Testing\OOB\0195","Process,funding,by,wire,transfer,SWIFT,messages",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,posting,by,Wire,transfer,MT400","Account,No's","Account,No,'s","Verify,&,Commit","System,allow,to,input,Swift,formats,MT",0,0
"Functional,Testing\OOB\0195","Process,funding,by,wire,transfer,SWIFT,messages",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,posting,by,Wire,transfer,MT200","Account,No's","Account,No,'s","Use,Payment,Menu,>,Fund,Transfer","System,allow,to,input,Swift,formats,MT",0,0
"Functional,Testing\OOB\0195","Process,funding,by,wire,transfer,SWIFT,messages",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,posting,by,Wire,transfer,MT200","Account,No's","Account,No,'s","Input,information,in,desire,Swift,message,option,MT200","System,allow,to,input,Swift,formats,MT",0,0
"Functional,Testing\OOB\0195","Process,funding,by,wire,transfer,SWIFT,messages",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,posting,by,Wire,transfer,MT200","Account,No's","Account,No,'s","Verify,&,Commit","System,allow,to,input,Swift,formats,MT",0,0
"Functional,Testing\OOB\0199","Validate,banking,information,for,preauthorized,payment,against,CPA,database",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,PAP,information,according,to,the,system,&,CPA","Account,no","Account,No,'s","In,PAP/DD,module,verify,information","System,should,allow,PAP,/,DD,as,per,CPA,rules",0,0
"2nd,Round","Validate,banking,information,for,preauthorized,payment,against,CPA,database",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,PAP,information,according,to,the,system,&,CPA","Account,no","Account,No,'s","In,PAP/DD,module,verify,information","System,should,allow,PAP,/,DD,as,per,CPA,rules",0,0
"2nd,Round","Validate,banking,information,for,preauthorized,payment,against,CPA,database",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Verify,PAP,information,according,to,the,system,&,CPA","Account,no","Account,No,'s","In,PAP/DD,module,verify,information","System,should,allow,PAP,/,DD,as,per,CPA,rules",0,0
"Functional,Testing\OOB\RG0122","Allow,the,labeling,of,account,with,customer's,preferred,designation,and,Allow,usage,on,system,outputs",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,to,input,different,title,in,account","CIF,No","CIF,No","Create,new,arrangement","System,should,allow,to,input,""GB,Account,Title2""",0,0
"Functional,Testing\OOB\RG0122","Allow,the,labeling,of,account,with,customer's,preferred,designation,and,Allow,usage,on,system,outputs",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,to,input,different,title,in,account","CIF,No","CIF,No","Input,desire,Name,/,Label,in,""GB,Account,Title2"",field","System,should,allow,to,input,""GB,Account,Title2""",0,0
"Functional,Testing\OOB\RG0122","Allow,the,labeling,of,account,with,customer's,preferred,designation,and,Allow,usage,on,system,outputs",T24Qa1,"Functional,Testing",Positive,"Create,RRSP,Loan,arrangement,for,Personal,CIF","Validate,system,allow,to,input,different,title,in,account","CIF,No","CIF,No","Commit,&,Auth","System,should,allow,to,input,""GB,Account,Title2""",0,0
"Functional,Testing\OOB\0208","Parametrise,Minimum,and,Maximum,for,Fixed,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,paramaterisation,of,min/max,fixed,rate,in,Lending,product","Ensure,Lending,product,correctly,parametrised,to,minimum,to,maximum,bands","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,should,have,minimum/max,Fixed,rate,band",0,0
"Functional,Testing\OOB\0208","Parametrise,Minimum,and,Maximum,for,Fixed,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,min/max,fixed,rate,in,Lending,product,is,linked,to,Prime,rate","Ensure,Lending,product,rate,parameters,are,linked,to,prime,rate","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,minimum/max,Fixed,rate,should,be,linked,to,Prime,Rate",0,0
"Functional,Testing\OOB\0208","Parametrise,Minimum,and,Maximum,for,Fixed,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,min/max,fixed,rate,in,Lending,product,is,linked,to,multiple,Prime,rates","Ensure,Lending,product,rate,parameters,are,linked,to,multiple,prime,rates","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,minimum/max,Fixed,rate,should,be,linked,to,multiple,Prime,Rates",0,0
"Functional,Testing\OOB\0208","Parametrise,Minimum,and,Maximum,for,Fixed,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,override,set,min/max,rate,parameters,in,Lending,product","Ensure,override,ability,available,to,parametrised,lending,product","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,have,ability,to,override,set,parameters",0,0
"Functional,Testing\OOB\0209","Parametrise,Minimum,and,Maximum,for,Variable,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,paramaterisation,of,min/max,Variable,rate,in,Lending,product","Ensure,Lending,product,correctly,parametrised,to,minimum,to,maximum,bands","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,should,have,minimum/max,variable,rate,band",0,0
"Functional,Testing\OOB\0209","Parametrise,Minimum,and,Maximum,for,Variable,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,min/max,Variable,rate,in,Lending,product,is,linked,to,Prime,rate","Ensure,Lending,product,rate,parameters,are,linked,to,prime,rate","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,minimum/max,variable,rate,should,be,linked,to,Prime,Rate",0,0
"Functional,Testing\OOB\0209","Parametrise,Minimum,and,Maximum,for,Variable,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,min/max,Variable,rate,in,Lending,product,is,linked,to,multiple,Prime,rates","Ensure,Lending,product,rate,parameters,are,linked,to,multiple,prime,rates","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,minimum/max,variable,rate,should,be,linked,to,multiple,Prime,Rates",0,0
"Functional,Testing\OOB\0209","Parametrise,Minimum,and,Maximum,for,Variable,rate,and,exception,set,up,and,link,rates,to,one,of,many,prime,rates,including,the,ability,to,override",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,override,set,min/max,rate,parameters,in,Lending,product","Ensure,override,ability,available,to,parametrised,lending,product","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,have,ability,to,override,set,parameters",0,0
"Functional,Testing\OOB\0210","Define,performance,criteria,and,business,rules,for,each,product",T24Qa1,"Functional,Testing",Positive,"Validate,Account,Product,setup,according,to,defined,business,rules","Ensure,Product,configured,as,per,specifications","CIF,AA,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Account","Product,in,system,should,have,conditions,as,defined,in,product,specifications",0,0
"Functional,Testing\OOB\0210","Define,performance,criteria,and,business,rules,for,each,product",T24Qa1,"Functional,Testing",Positive,"Validate,Deposit,Product,setup,according,to,defined,business,rules","Ensure,Product,configured,as,per,specifications","CIF,AA,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Deposit","Product,in,system,should,have,conditions,as,defined,in,product,specifications",0,0
"Functional,Testing\OOB\0210","Define,performance,criteria,and,business,rules,for,each,product",T24Qa1,"Functional,Testing",Positive,"Validate,Loan,Product,setup,according,to,defined,business,rules","Ensure,Product,configured,as,per,specifications","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Product,in,system,should,have,conditions,as,defined,in,product,specifications",0,0
"Functional,Testing\OOB\0210","Define,performance,criteria,and,business,rules,for,each,product",T24Qa1,"Functional,Testing",Positive,"Validate,Mortgage,Loan,Product,setup,according,to,defined,business,rules","Ensure,Product,configured,as,per,specifications","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","Product,in,system,should,have,conditions,as,defined,in,product,specifications",0,0
"Functional,Testing\OOB\0211","Define,parameters,for,Asset,Classification",T24Qa1,"Functional,Testing",Positive,"Validate,Deliquency,status,parametrization,for,Accounts","Ensure,Assets,can,be,correctly,classified",Parametrization,"CIF,ID
AA,ID","Product,Builder/AA,Accounts","System,should,be,parametrized,for,status",0,0
"Functional,Testing\OOB\0211","Define,parameters,for,Asset,Classification",T24Qa1,"Functional,Testing",Positive,"Validate,Deliquency,status,parametrization,for,Loans","Ensure,Assets,can,be,correctly,classified",Parametrization,"CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,be,parametrized,for,status",0,0
"Functional,Testing\OOB\0212","Define,multiple,rate,index,for,variable,rate,loans",T24Qa1,"Functional,Testing",Positive,"Validate,multiple,rate,index,defined,for,variable,rate,loans","Ensure,that,multiple,rate,index,available,to,Variable,rate,loans",Parametrization,"CIF,ID
AA,ID","Product,Builder/AA,Lending","Lending,Product,variable,rate,should,be,linked,to,multiple,Prime,Rates",0,0
"Functional,Testing\OOB\0213","Define,Multi,Currency,loans",T24Qa1,"Functional,Testing",Positive,"Validate,setup,of,multi,currency,loan","Ensure,multicurrency,loans,capability",Parametrization,"CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,have,ability,to,setup,multicurrency,loans",0,0
"Functional,Testing\OOB\0214","Allow,daily,interest,calculations,actual,/,365,CAD",T24Qa1,"Functional,Testing",Positive,"Validate,daily,interest,calculations,actual/365,CAD","Ensure,capacity,to,daily,calculate,interest,specs",Parametrization,"CIF,ID
AA,ID","Product,Builder","System,should,have,ability,to,calculate,daily,interest,in,CAD",0,0
"Functional,Testing\OOB\0215","Allow,daily,interest,calculations,actual,/,360,USD",T24Qa1,"Functional,Testing",Positive,"Validate,daily,interest,calculations,actual/360,CAD","Ensure,capacity,to,daily,calculate,interest,specs",Parametrization,"CIF,ID
AA,ID","Product,Builder","System,should,have,ability,to,calculate,daily,interest,in,CAD",0,0
"Functional,Testing\OOB\0216","Allow,Blended,payment,30/360",T24Qa1,"Functional,Testing",Positive,"Validate,blended,payments,30/360,allowed","Ensure,blended,payments,parametrized,according,to,specs",Parametrization,"CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,have,ability,to,calculate,blended,payments",0,0
"Functional,Testing\OOB\0217","Allow,different,interest,calculation,methods",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,calculate,different,rates","Ensure,ability,available,to,calculate,different,rates","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder","System,should,have,ability,to,calculate,different,interest,rates",0,0
"Functional,Testing\OOB\0218","Allow,various,payment,methods,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,paramaterisation,of,payment,methods","Ensure,multiple,payment,methods,parametrized",Parametrization,"CIF,ID
AA,ID","Product,Builder","System,should,facilitate,different,payment,methods",0,0
"Functional,Testing\OOB\0219","Allow,various,payment,frequency,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,parametrisation,of,payment,frequencies","Ensure,multiple,payment,frequencies,parametrized",Parametrization,"CIF,ID
AA,ID","Product,Builder","System,should,facilitate,different,payment,frequencies",0,0
"Functional,Testing\OOB\0220","Allow,grace,period,on,late,payments,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,parametrisation,of,grace,period,on,late,payment","Ensure,grace,period,are,allowed,on,late,payments",Parametrization,"CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,facilitate,grace,period,as,defined",0,0
"Functional,Testing\OOB\0221","Define,late,interest,charges,on,late,payments,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,parametrisation,of,late,interest,charges,on,late,payments","Ensure,late,interest,chargeable,on,late,payments","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,facilitate,late,interest,charges,on,late,payments,as,defined",0,0
"Functional,Testing\OOB\0222","Allow,interest,capitalization,periods,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,paramaterisation,of,interest,capitalization","Ensureinterest,capitalization,correctly,parametrised,to,specs","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,facilitate,interest,capitalization",0,0
"Functional,Testing\OOB\0228","Regenerate,Loan,Repayment,Schedule,starting,from,origination,date,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance,",T24Qa1,"Functional,Testing",Positive,"Validate,loan,repayment,schedule,from,origination,date","Ensure,loan,repayment,schedule,bill,can,be,displayed,from,origination,dates","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,details,of,the,paid,bill",0,0
"Functional,Testing\OOB\0228","Regenerate,Loan,Repayment,Schedule,starting,from,origination,date,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance,",T24Qa1,"Functional,Testing",Positive,"Validate,loan,repayment,schedule,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance","Ensure,loan,repayment,schedule,bill,can,be,displayed,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,details,of,the,paid,bill",0,0
"Functional,Testing\OOB\0229","Generate,Loan,Repayment,Schedule,going,forward,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance,",T24Qa1,"Functional,Testing",Positive,"Validate,fwd,loan,repayment,schedule,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance","Ensure,loan,repayment,schedule,bill,can,be,displayed,with,breakdown,of,interest,principal,tax,escrow,and,loan,balance","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,details,of,the,bill",0,0
"Functional,Testing\OOB\0231","Generate,detailed,statement,of,loans,with,breakdown,of,principal,interest,and,balance,on,a,monthly,basis,or,other,frequency,based,on,customerdefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,that,detailed,statement,of,loan,with,breakdown,of,principal,interest,and,balance,can,be,displayed,on,monthly,frequency","Ensure,Lending,product,correctly,parametrised,to,display,monthly,statements","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,monthly,statement,with,details",0,0
"Functional,Testing\OOB\0231","Generate,detailed,statement,of,loans,with,breakdown,of,principal,interest,and,balance,on,a,monthly,basis,or,other,frequency,based,on,customerdefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,that,detailed,statement,of,loan,with,breakdown,of,principal,interest,and,balance,can,be,displayed,on,quarterly,frequency","Ensure,Lending,product,correctly,parametrised,to,display,quarterly,statements","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,quarterly,statement,with,details",0,0
"Functional,Testing\OOB\0231","Generate,detailed,statement,of,loans,with,breakdown,of,principal,interest,and,balance,on,a,monthly,basis,or,other,frequency,based,on,customerdefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,that,detailed,statement,of,loan,with,breakdown,of,principal,interest,and,balance,can,be,displayed,on,annual,frequency","Ensure,Lending,product,correctly,parametrised,to,display,annual,statements","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,annual,statement,with,details",0,0
"Functional,Testing\OOB\0232","Generate,consolidated,statement,loans,LOC,mortgages,current,accounts,letter,of,credit,Etc,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,consolidated,statements,parametrized,for,Loans","Ensure,Lending,product,correctly,parametrised,to,display,consolidated,statements,as,required","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,statement,with,details",0,0
"Functional,Testing\OOB\0232","Generate,consolidated,statement,loans,LOC,mortgages,current,accounts,letter,of,credit,Etc,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,consolidated,statements,parametrized,for,LOCs","Ensure,Lending,product,correctly,parametrised,to,display,consolidated,statements,as,required","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,statement,with,details",0,0
"Functional,Testing\OOB\0232","Generate,consolidated,statement,loans,LOC,mortgages,current,accounts,letter,of,credit,Etc,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,consolidated,statements,parametrized,for,Mortgage,product","Ensure,Lending,product,correctly,parametrised,to,display,consolidated,statements,as,required","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,statement,with,details",0,0
"Functional,Testing\OOB\0233","Generate,invoice,based,on,predefined,parameters,according,to,various,frequencies,and,on,demand",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,bills,on,demand","Ensure,online,invoices,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,bill,with,details",0,0
"Functional,Testing\OOB\0233","Generate,invoice,based,on,predefined,parameters,according,to,various,frequencies,and,on,demand",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,bills,on,monthly,frequency","Ensure,monthly,invoices,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","Product,Builder/AA,Lending","System,should,display,bill,with,details",0,0
"Functional,Testing\OOB\0233","Generate,invoice,based,on,predefined,parameters,according,to,various,frequencies,and,on,demand",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,bills,on,quarterly,frequency","Ensure,quarterly,invoices,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","Product,Builder/AA,Lending","System,should,display,bill,with,details",0,0
"Functional,Testing\OOB\0233","Generate,invoice,based,on,predefined,parameters,according,to,various,frequencies,and,on,demand",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,bills,on,annual,frequency","Ensure,annual,invoices,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","Product,Builder/AA,Lending","System,should,display,bill,with,details",0,0
"Functional,Testing\OOB\0237","Process,due,date,modification",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,modify,bill,due,date","Ensure,capacity,to,modify,bill,due,date","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","Product,Builder/AA,Lending","System,should,have,ability,to,bill,modify,due,date",0,0
"Functional,Testing\OOB\0244","Calculate,and,Process,standby,fees,on,unused,portion,of,loans",T24Qa1,"Functional,Testing",Positive,"Verify,standby,fees,calculation,on,unused,portion,of,loan","Ensure,standy,fees,on,unused,portion,of,loans,are,calculated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","AA,Lending","System,should,calculate,standby,fees",0,0
"Functional,Testing\OOB\0244","Calculate,and,Process,standby,fees,on,unused,portion,of,loans",T24Qa1,"Functional,Testing",Positive,"Verify,standby,fees,calculated,on,unused,portion,of,loan,can,be,charged,on,arrangement","Ensure,standy,fees,on,unused,portion,of,loans,are,calculated,and,processed","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","AA,Lending","System,should,calculate,and,process,standby,fees",0,0
"Functional,Testing\OOB\0245","Modify,asset,information",T24Qa1,"Functional,Testing",Positive,"Verify,that,Collateral,details,can,be,modified","Ensure,collateral,details,mgmt","CIF,Collateral","CIF,ID
AA,ID
Collateral,ID","Collateral/AA,Lending","System,should,modify,collateral,details",0,0
"Functional,Testing\OOB\0251","Allow,loan,modifications,based,on,predefined,business,rules",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,modify,Loan,arrangment","Ensure,valid,loan,modification,functions","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Update,Arrangement,and,commit","System,should,modify,loan,details",0,0
"Functional,Testing\OOB\0254","Define,payment,string,interest,principal,taxes,insurance,fees",T24Qa1,"Functional,Testing",Positive,"Validate,that,Bill,for,loan,payment,include,interest,principal,taxes,insurance,fees","Ensure,payment,string,contains,interest,principal,taxes,insurance,fees","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,have,ability,to,generate,bills,with,interest,principal,taxes,and,fees",0,0
"Functional,Testing\OOB\0261","Process,progressive,advance,on,loans,based,on,predefined,parameters",T24Qa1,"Functional,Testing",Positive,"Validate,partial,disbursement,of,loans","Ensure,that,partial,disbursement,of,loans,can,be,allowed","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","AA,Lending
Update,Arrangement,and,commit","System,should,allow,partial,disbursement",0,0
"Functional,Testing\OOB\0262","Associate,subloans,related,to,a,master,construction,loan",T24Qa1,"Functional,Testing",Positive,"Validate,that,subloans,can,be,linked,to,a,master,construction,loan","Ensure,Master,and,sub,Limits,can,be,a,applied,to,Commercial,Loan,arrangement","CIF,AA,Lending,Arrangement,Limit","CIF,ID
AA,ID
Limit,Ref
Amount","Product,Builder/AA,Lending
Commercial,Loan,update,with,sub,Limit","System,should,link,sublimits,to,master,loan",0,0
"Functional,Testing\OOB\0281","Calculate,end,date,of,term",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,calculate,end,date,of,term","Ensure,account,can,be,created,with,term,end,date","CIF,AA,Arrangement","CIF,ID
AA,ID
Limit,Ref
Amount","AA,Lending","System,should,calculate,end,date,of,loan,term",0,0
"Functional,Testing\OOB\0282","Generate,payment,amortization,schedule,as,per,predefined,business,rules",T24Qa1,"Functional,Testing",Positive,"Verify,payment,amortization,schedule,can,be,generated","Ensure,Payment,amortization,schedule,is,generated,for,arrangement","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount","AA,Lending","System,should,display,payment,amortization,schedule",0,0
"Functional,Testing\OOB\0283","Create,Line,of,credit,account",T24Qa1,"Functional,Testing",Positive,"Validate,ability,create,LOC,account","Ensure,LOC,account,can,be,created","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","AA,Lending","System,should,have,ability,to,created,LOC",0,0
"Functional,Testing\OOB\0284","Generate,payment,schedule",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,payment,schedule","Ensure,bills,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","AA,Lending","System,should,display,bill,with,details",0,0
"Functional,Testing\OOB\0285","Manage,various,repayment,schedules:,weekly,biweekly,monthly",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,repayment,schedule,on,monthly,frequency","Ensure,monthly,repayment,schedule,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,repayment,schedule,with,details",0,0
"Functional,Testing\OOB\0285","Manage,various,repayment,schedules:,weekly,biweekly,monthly",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,repayment,schedule,on,Biweekly,frequency","Ensure,biweekly,repayment,schedule,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,repayment,schedule,with,details",0,0
"Functional,Testing\OOB\0285","Manage,various,repayment,schedules:,weekly,biweekly,monthly",T24Qa1,"Functional,Testing",Positive,"Validate,ability,to,generate,repayment,schedule,on,weekly,frequency","Ensure,weekly,repayment,schedule,can,be,generated","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,repayment,schedule,with,details",0,0
"Functional,Testing\OOB\0290","Calculate,payout,amount,with,future,date",T24Qa1,"Functional,Testing",Positive,"Verify,capacity,to,calculate,payout,amount,with,future,date","Ensure,future,date,payout,amount,calculation","CIF,AA,Deposit,Arrangement","CIF,ID
AA,ID
Amount","AA,Deposit,update,payout","System,should,display,calculated,payout,amout,with,future,date",0,0
"Functional,Testing\OOB\0299","Manage,loan,classification,and,subclassification",T24Qa1,"Functional,Testing",Positive,"Validate,capability,manage,loan,clasification","Ensure,loan,classification,status,is,aligned,to,profile","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID","Product,Builder/AA,Lending","System,should,display,bill,with,details",0,0
"Functional,Testing\OOB\0299","Manage,loan,classification,and,subclassification",T24Qa1,"Functional,Testing",Positive,"Validate,capability,manage,loan,subclasification","Ensure,loan,classification,status,is,aligned,to,profile","CIF,AA,Lending,Arrangement,
Profyl,interface","CIF,ID
AA,ID","AA,Lending,loan,status,flag","System,should,display,loan,classification",0,0
